c_el|2RSSE.1b	p_pa|H2scaf5-aug4461	2.67
c_el|B0207.6	p_pa|H2scaf41-aug12296	2.426
c_el|B0212.2	p_pa|H2scaf53-aug13473	0.125
c_el|B0212.2	p_pa|H2scaf9-aug22879	0.143
c_el|B0212.4a	p_pa|H2scaf106-aug20976	1.694
c_el|B0212.4b	p_pa|H2scaf106-aug20976	1.693
c_el|B0212.4c	p_pa|H2scaf106-aug20976	1.611
c_el|B0213.7	p_pa|H2scaf12-aug1197	0.16
c_el|B0213.7	p_pa|H2scaf12-aug852	0.202
c_el|B0213.7	p_pa|H2scaf12-aug853	0.143
c_el|B0213.7	p_pa|H2scaf12-aug854	0.141
c_el|B0213.7	p_pa|H2scaf21-aug9006	0.206
c_el|B0213.7	p_pa|H2scaf21-aug9097	0.099
c_el|B0213.7	p_pa|H2scaf25-aug4968	0.118
c_el|B0213.7	p_pa|H2scaf25-aug5043	0.175
c_el|B0213.7	p_pa|H2scaf25-aug5263	0.119
c_el|B0213.7	p_pa|H2scaf34-aug7815	0.123
c_el|B0213.7	p_pa|H2scaf44-aug26817	0.113
c_el|B0213.7	p_pa|H2scaf48-aug11595	0.166
c_el|B0213.7	p_pa|H2scaf62-aug14311	0.301
c_el|B0213.7	p_pa|H2scaf62-aug14313	0.112
c_el|B0213.7	p_pa|H2scaf62-aug14314	0.242
c_el|B0213.7	p_pa|H2scaf62-aug14317	0.106
c_el|B0213.7	p_pa|H2scaf84-aug24042	0.216
c_el|B0213.7	p_pa|H2scaf84-aug24059	0.14
c_el|B0213.7	p_pa|H2scaf85-aug19514	0.13
c_el|B0213.8	p_pa|H2scaf12-aug1097	0.095
c_el|B0213.8	p_pa|H2scaf84-aug24059	0.125
c_el|B0213.9	p_pa|H2scaf12-aug1102	0.092
c_el|B0213.9	p_pa|H2scaf12-aug1274	0.112
c_el|B0213.9	p_pa|H2scaf12-aug871	0.113
c_el|B0213.9	p_pa|H2scaf12-aug872	0.248
c_el|B0213.9	p_pa|H2scaf12-aug909	0.119
c_el|B0213.9	p_pa|H2scaf25-aug5249	0.222
c_el|B0213.9	p_pa|H2scaf62-aug14314	0.146
c_el|B0213.9	p_pa|H2scaf62-aug14317	0.103
c_el|B0213.9	p_pa|H2scaf7-aug2138	0.173
c_el|B0213.9	p_pa|H2scaf84-aug24059	0.313
c_el|B0218.1a	p_pa|H2scaf168-aug23158	3.314
c_el|B0218.1a	p_pa|H2scaf72-aug15717	3.511
c_el|B0218.1b	p_pa|H2scaf168-aug23158	1.829
c_el|B0218.1b	p_pa|H2scaf22-aug5976	2.338
c_el|B0218.1b	p_pa|H2scaf62-aug14425	2.562
c_el|B0218.1b	p_pa|H2scaf72-aug15717	1.87
c_el|B0218.2	p_pa|H2scaf168-aug23158	3.294
c_el|B0218.2	p_pa|H2scaf72-aug15717	3.458
c_el|B0218.5	p_pa|H2scaf91-aug19972	1.471
c_el|B0222.11	p_pa|H2scaf11-aug7040	0.771
c_el|B0222.2	p_pa|H2scaf3-aug4277	2.348
c_el|B0222.2	p_pa|H2scaf38-aug12949	3.804
c_el|B0222.3	p_pa|H2scaf3-aug4277	1.877
c_el|B0222.6	p_pa|H2scaf21-aug9084	1.428
c_el|B0222.7	p_pa|H2scaf21-aug9084	1.437
c_el|B0222.8	p_pa|H2scaf21-aug9084	1.481
c_el|B0222.9	p_pa|H2scaf25-aug5190	3.222
c_el|B0222.9	p_pa|H2scaf41-aug12162	1.833
c_el|B0222.9	p_pa|H2scaf80-aug17732	2.41
c_el|B0238.12	p_pa|H2scaf256-aug23654	0.183
c_el|B0238.12	p_pa|H2scaf399-aug23978	0.186
c_el|B0240.3a	p_pa|H2scaf35-aug19686	3.622
c_el|B0252.2	p_pa|H2scaf37-aug8481	3.461
c_el|B0252.3b	p_pa|H2scaf67-aug16973	0.799
c_el|B0252.3c	p_pa|H2scaf67-aug16973	0.801
c_el|B0252.4a	p_pa|H2scaf29-aug7609	1.783
c_el|B0261.4a	p_pa|H2scaf45-aug14576	1.902
c_el|B0261.6a	p_pa|H2scaf43-aug11025	0.159
c_el|B0261.6b	p_pa|H2scaf29-aug7563	0.105
c_el|B0272.4	p_pa|H2scaf12-aug1205	0.936
c_el|B0272.4	p_pa|H2scaf168-aug23150	0.756
c_el|B0272.4	p_pa|H2scaf40-aug11222	0.777
c_el|B0272.4	p_pa|H2scaf44-aug26888	0.767
c_el|B0272.4	p_pa|H2scaf72-aug15711	0.898
c_el|B0272.4	p_pa|H2scaf96-aug20114	1.145
c_el|B0273.115	p_pa|H2scaf116-aug21502	0.308
c_el|B0273.2	p_pa|H2scaf37-aug8490	1.557
c_el|B0280.11	p_pa|H2scaf11-aug7192	0.158
c_el|B0280.12a	p_pa|H2scaf31-aug8952	2.393
c_el|B0280.12b	p_pa|H2scaf31-aug8952	2.382
c_el|B0280.1b	p_pa|H2scaf17-aug2291	2.895
c_el|B0285.1a	p_pa|H2scaf11-aug6963	2.959
c_el|B0285.1b	p_pa|H2scaf11-aug6963	2.958
c_el|B0285.4	p_pa|H2scaf35-aug19695	2.056
c_el|B0286.2b	p_pa|H2scaf7-aug2030	3.072
c_el|B0286.4a	p_pa|H2scaf37-aug8522	2.1
c_el|B0286.4b	p_pa|H2scaf37-aug8522	2.114
c_el|B0286.4c	p_pa|H2scaf37-aug8522	2
c_el|B0303.14	p_pa|H2scaf3-aug4280	0.823
c_el|B0303.7a	p_pa|H2scaf55-aug14093	1.331
c_el|B0304.1b	p_pa|H2scaf89-aug18817	0.726
c_el|B0304.1c	p_pa|H2scaf89-aug18817	0.739
c_el|B0310.1a	p_pa|H2scaf124-aug21125	0.881
c_el|B0331.1	p_pa|H2scaf102-aug19875	2.631
c_el|B0331.1	p_pa|H2scaf35-aug19638	2.429
c_el|B0331.1	p_pa|H2scaf49-aug12594	2.424
c_el|B0331.1	p_pa|H2scaf6-aug3076	2.297
c_el|B0331.1	p_pa|H2scaf73-aug16872	1.742
c_el|B0331.1	p_pa|H2scaf84-aug24014	1.815
c_el|B0331.2	p_pa|H2scaf48-aug11664	3.759
c_el|B0334.1	p_pa|H2scaf1-aug9877	1.041
c_el|B0334.2a	p_pa|H2scaf9-aug22577	0.936
c_el|B0334.7	p_pa|H2scaf26-aug18215	0.131
c_el|B0336.11b	p_pa|H2scaf31-aug8852	1.432
c_el|B0336.4a	p_pa|H2scaf172-aug23135	1.327
c_el|B0336.5b	p_pa|H2scaf22-aug5841	0.21
c_el|B0361.11	p_pa|H2scaf11-aug7180	0.417
c_el|B0361.5a	p_pa|H2scaf119-aug20919	2.95
c_el|B0365.3	p_pa|H2scaf24-aug7463	2.57
c_el|B0365.3	p_pa|H2scaf27-aug6572	2.073
c_el|B0365.6	p_pa|H2scaf110-aug21067	1.117
c_el|B0379.4a	p_pa|H2scaf5-aug4761	2.1
c_el|B0391.12	p_pa|H2scaf12-aug1197	0.15
c_el|B0391.12	p_pa|H2scaf12-aug871	0.262
c_el|B0391.12	p_pa|H2scaf12-aug872	0.158
c_el|B0391.12	p_pa|H2scaf21-aug9006	0.19
c_el|B0391.12	p_pa|H2scaf25-aug5249	0.132
c_el|B0391.12	p_pa|H2scaf28-aug13393	0.129
c_el|B0391.12	p_pa|H2scaf48-aug11595	0.26
c_el|B0391.12	p_pa|H2scaf62-aug14311	0.146
c_el|B0391.12	p_pa|H2scaf7-aug2138	0.176
c_el|B0391.12	p_pa|H2scaf84-aug24042	0.231
c_el|B0391.12	p_pa|H2scaf84-aug24059	0.185
c_el|B0391.3	p_pa|H2scaf100-aug19379	0.114
c_el|B0391.3	p_pa|H2scaf12-aug1097	0.137
c_el|B0391.3	p_pa|H2scaf12-aug1102	0.107
c_el|B0391.3	p_pa|H2scaf12-aug1122	0.155
c_el|B0391.3	p_pa|H2scaf12-aug1197	0.282
c_el|B0391.3	p_pa|H2scaf12-aug852	0.199
c_el|B0391.3	p_pa|H2scaf12-aug853	0.226
c_el|B0391.3	p_pa|H2scaf12-aug854	0.251
c_el|B0391.3	p_pa|H2scaf12-aug871	0.222
c_el|B0391.3	p_pa|H2scaf12-aug872	0.187
c_el|B0391.3	p_pa|H2scaf12-aug909	0.11
c_el|B0391.3	p_pa|H2scaf12-aug943	0.113
c_el|B0391.3	p_pa|H2scaf12-aug951	0.094
c_el|B0391.3	p_pa|H2scaf16-aug1689	0.14
c_el|B0391.3	p_pa|H2scaf21-aug9006	0.169
c_el|B0391.3	p_pa|H2scaf21-aug9096	0.121
c_el|B0391.3	p_pa|H2scaf24-aug7207	0.227
c_el|B0391.3	p_pa|H2scaf24-aug7222	0.128
c_el|B0391.3	p_pa|H2scaf25-aug4968	0.151
c_el|B0391.3	p_pa|H2scaf25-aug5249	0.149
c_el|B0391.3	p_pa|H2scaf26-aug18173	0.18
c_el|B0391.3	p_pa|H2scaf34-aug7815	0.197
c_el|B0391.3	p_pa|H2scaf48-aug11552	0.134
c_el|B0391.3	p_pa|H2scaf48-aug11595	0.255
c_el|B0391.3	p_pa|H2scaf62-aug14311	0.186
c_el|B0391.3	p_pa|H2scaf62-aug14314	0.209
c_el|B0391.3	p_pa|H2scaf62-aug14317	0.231
c_el|B0391.3	p_pa|H2scaf68-aug15282	0.285
c_el|B0391.3	p_pa|H2scaf84-aug24042	0.214
c_el|B0391.3	p_pa|H2scaf84-aug24046	0.237
c_el|B0391.3	p_pa|H2scaf84-aug24059	0.298
c_el|B0391.4	p_pa|H2scaf12-aug1274	0.156
c_el|B0391.4	p_pa|H2scaf12-aug871	0.317
c_el|B0391.4	p_pa|H2scaf12-aug872	0.212
c_el|B0391.4	p_pa|H2scaf4-aug15972	0.245
c_el|B0391.4	p_pa|H2scaf44-aug26828	0.109
c_el|B0391.4	p_pa|H2scaf48-aug11583	0.163
c_el|B0391.4	p_pa|H2scaf6-aug3469	0.138
c_el|B0391.4	p_pa|H2scaf84-aug24059	0.314
c_el|B0393.9b	p_pa|H2scaf42-aug10544	0.454
c_el|B0410.2a	p_pa|H2scaf46-aug11339	2.919
c_el|B0412.2	p_pa|H2scaf110-aug21061	0.483
c_el|B0412.3b	p_pa|H2scaf3-aug4101	1.652
c_el|B0412.3c	p_pa|H2scaf3-aug4101	0.588
c_el|B0414.6	p_pa|H2scaf114-aug20598	3.456
c_el|B0414.6	p_pa|H2scaf62-aug14307	3.044
c_el|B0414.8a	p_pa|H2scaf24-aug7295	2.162
c_el|B0416.2	p_pa|H2scaf1-aug9796	0.39
c_el|B0416.3	p_pa|H2scaf165-aug23118	0.211
c_el|B0416.3	p_pa|H2scaf28-aug13319	0.209
c_el|B0416.5b	p_pa|H2scaf51-aug12761	3.748
c_el|B0432.5a	p_pa|H2scaf9-aug22827	3.29
c_el|B0432.5b	p_pa|H2scaf9-aug22827	3.239
c_el|B0432.7a	p_pa|H2scaf63-aug15043	3.013
c_el|B0454.3	p_pa|H2scaf62-aug14333	0.106
c_el|B0454.3	p_pa|H2scaf62-aug14336	0.089
c_el|B0454.5	p_pa|H2scaf25-aug4996	0.134
c_el|B0454.6	p_pa|H2scaf36-aug22098	3.286
c_el|B0454.6	p_pa|H2scaf36-aug22099	3.169
c_el|B0454.6	p_pa|H2scaf5-aug4679	3.662
c_el|B0457.1b	p_pa|H2scaf5-aug4474	1.998
c_el|B0491.3	p_pa|H2scaf13-aug16429	1.153
c_el|B0491.8a	p_pa|H2scaf5-aug4922	2.849
c_el|B0491.8b	p_pa|H2scaf5-aug4922	2.889
c_el|B0491.8c	p_pa|H2scaf5-aug4922	2.896
c_el|B0495.1	p_pa|H2scaf53-aug13473	0.127
c_el|B0495.1	p_pa|H2scaf71-aug15766	0.172
c_el|B0495.10a	p_pa|H2scaf8-aug2575	1.031
c_el|B0495.10b	p_pa|H2scaf8-aug2575	1.032
c_el|B0496.3c	p_pa|H2scaf22-aug6114	0.516
c_el|B0496.5	p_pa|H2scaf25-aug5141	0.515
c_el|B0513.1a	p_pa|H2scaf80-aug17796	2.613
c_el|B0545.1a	p_pa|H2scaf13-aug16434	2.839
c_el|B0545.1b	p_pa|H2scaf13-aug16434	2.869
c_el|B0546.1	p_pa|H2scaf33-aug10069	0.589
c_el|B0546.2b	p_pa|H2scaf173-aug23144	2.14
c_el|B0547.4	p_pa|H2scaf25-aug5023	0.518
c_el|B0554.5	p_pa|H2scaf111-aug24190	2.009
c_el|B0554.5	p_pa|H2scaf12-aug1230	1.501
c_el|B0554.5	p_pa|H2scaf12-aug1232	2.26
c_el|B0554.5	p_pa|H2scaf12-aug843	2.375
c_el|B0554.5	p_pa|H2scaf12-aug906	1.619
c_el|B0554.5	p_pa|H2scaf25-aug5103	1.411
c_el|B0554.5	p_pa|H2scaf3-aug4279	1.898
c_el|B0554.5	p_pa|H2scaf62-aug14415	1.709
c_el|B0554.7a	p_pa|H2scaf111-aug24190	1.45
c_el|B0554.7a	p_pa|H2scaf12-aug1230	0.966
c_el|B0554.7a	p_pa|H2scaf12-aug1232	1.656
c_el|B0554.7a	p_pa|H2scaf12-aug843	1.755
c_el|B0554.7a	p_pa|H2scaf12-aug906	1.007
c_el|B0554.7a	p_pa|H2scaf25-aug5103	0.919
c_el|B0554.7a	p_pa|H2scaf3-aug4279	1.327
c_el|B0554.7a	p_pa|H2scaf62-aug14415	1.238
c_el|B0563.6a	p_pa|H2scaf175-aug23201	2.289
c_el|B0563.6c	p_pa|H2scaf175-aug23201	2.297
c_el|B0564.1a	p_pa|H2scaf385-aug23951	1.172
c_el|B0564.3	p_pa|H2scaf45-aug14522	2.599
c_el|B0564.4	p_pa|H2scaf45-aug14522	2.452
c_el|BE0003N10.3a	p_pa|H2scaf13-aug16785	2.281
c_el|C01A2.7b	p_pa|H2scaf92-aug18839	0.218
c_el|C01B10.10	p_pa|H2scaf29-aug7671	2.204
c_el|C01B10.10	p_pa|H2scaf35-aug19615	1.523
c_el|C01B10.4a	p_pa|H2scaf35-aug19615	1.655
c_el|C01B10.4b	p_pa|H2scaf29-aug7671	0.477
c_el|C01B4.1	p_pa|H2scaf25-aug4968	0.135
c_el|C01B4.1	p_pa|H2scaf25-aug5043	0.143
c_el|C01B4.1	p_pa|H2scaf62-aug14311	0.165
c_el|C01B4.1	p_pa|H2scaf7-aug2138	0.252
c_el|C01B4.10	p_pa|H2scaf12-aug1274	0.091
c_el|C01B4.3	p_pa|H2scaf21-aug9006	0.103
c_el|C01B4.3	p_pa|H2scaf25-aug4968	0.139
c_el|C01B4.3	p_pa|H2scaf25-aug5043	0.132
c_el|C01B4.3	p_pa|H2scaf34-aug7815	0.128
c_el|C01B4.3	p_pa|H2scaf48-aug11595	0.132
c_el|C01B4.3	p_pa|H2scaf62-aug14311	0.167
c_el|C01B4.3	p_pa|H2scaf7-aug2138	0.285
c_el|C01B4.7a	p_pa|H2scaf116-aug21491	1.581
c_el|C01B4.8a	p_pa|H2scaf116-aug21491	1.968
c_el|C01B4.9a	p_pa|H2scaf16-aug1473	2.781
c_el|C01C10.2b	p_pa|H2scaf23-aug6260	0.422
c_el|C01C4.3b	p_pa|H2scaf83-aug18594	3.455
c_el|C01F1.3a	p_pa|H2scaf398-aug23969	2.809
c_el|C01F1.4	p_pa|H2scaf16-aug1710	1.28
c_el|C01F6.5	p_pa|H2scaf3-aug4096	0.408
c_el|C01F6.5	p_pa|H2scaf63-aug15064	0.358
c_el|C01F6.6a	p_pa|H2scaf45-aug14465	1.936
c_el|C01F6.6d	p_pa|H2scaf45-aug14465	2.102
c_el|C01F6.6h	p_pa|H2scaf45-aug14465	2.091
c_el|C01F6.6i	p_pa|H2scaf45-aug14465	1.95
c_el|C01F6.8a	p_pa|H2scaf23-aug6249	0.733
c_el|C01F6.8a	p_pa|H2scaf96-aug20143	0.481
c_el|C01F6.8b	p_pa|H2scaf96-aug20143	0.518
c_el|C01G10.11a	p_pa|H2scaf60-aug26180	2.15
c_el|C01G10.11b	p_pa|H2scaf60-aug26180	1.825
c_el|C01G10.11d	p_pa|H2scaf60-aug26180	2.182
c_el|C01G10.11f	p_pa|H2scaf60-aug26180	2.069
c_el|C01G10.14	p_pa|H2scaf88-aug18479	0.4
c_el|C01G12.5	p_pa|H2scaf15-aug353	1.57
c_el|C01G12.5	p_pa|H2scaf16-aug1535	1.252
c_el|C01G12.5	p_pa|H2scaf16-aug1692	1.157
c_el|C01G12.5	p_pa|H2scaf44-aug26876	0.762
c_el|C01G12.5	p_pa|H2scaf44-aug26882	1.541
c_el|C01G12.5	p_pa|H2scaf44-aug26883	0.991
c_el|C01G12.5	p_pa|H2scaf44-aug26884	0.996
c_el|C01G12.5	p_pa|H2scaf44-aug26885	1.159
c_el|C01G12.5	p_pa|H2scaf46-aug11324	1.206
c_el|C01G12.5	p_pa|H2scaf48-aug11517	1.007
c_el|C01G12.5	p_pa|H2scaf5-aug4726	0.979
c_el|C01G12.5	p_pa|H2scaf72-aug15729	0.941
c_el|C01G12.5	p_pa|H2scaf82-aug17942	1.546
c_el|C01G12.5	p_pa|H2scaf82-aug17943	1.423
c_el|C01G12.5	p_pa|H2scaf92-aug18864	1.626
c_el|C01G5.6	p_pa|H2scaf53-aug13525	0.681
c_el|C01G5.7a	p_pa|H2scaf8-aug2594	0.178
c_el|C01G5.8a	p_pa|H2scaf60-aug26079	0.286
c_el|C01G6.1b	p_pa|H2scaf63-aug15115	2.505
c_el|C01G6.8a	p_pa|H2scaf5-aug4492	3.148
c_el|C01G6.8a	p_pa|H2scaf5-aug4493	3.137
c_el|C01G6.8b	p_pa|H2scaf5-aug4492	3.156
c_el|C01G6.8b	p_pa|H2scaf5-aug4493	3.145
c_el|C01G6.8c	p_pa|H2scaf5-aug4493	3.168
c_el|C01H6.1	p_pa|H2scaf21-aug9084	1.09
c_el|C01H6.5a	p_pa|H2scaf2-aug5438	1.613
c_el|C01H6.5b	p_pa|H2scaf2-aug5438	1.624
c_el|C01H6.5d	p_pa|H2scaf2-aug5438	1.612
c_el|C01H6.5e	p_pa|H2scaf2-aug5438	0.51
c_el|C01H6.5f	p_pa|H2scaf2-aug5438	1.584
c_el|C01H6.7b	p_pa|H2scaf114-aug20614	1.895
c_el|C02A12.4	p_pa|H2scaf5-aug4377	1.177
c_el|C02B10.3	p_pa|H2scaf45-aug14537	1.224
c_el|C02B10.6	p_pa|H2scaf115-aug26033	0.988
c_el|C02B10.6	p_pa|H2scaf23-aug6370	1.209
c_el|C02B10.6	p_pa|H2scaf65-aug17287	0.465
c_el|C02B10.6	p_pa|H2scaf82-aug17930	1.068
c_el|C02B10.6	p_pa|H2scaf88-aug18411	0.924
c_el|C02B4.2	p_pa|H2scaf12-aug1116	3.174
c_el|C02C2.1	p_pa|H2scaf123-aug22347	3.751
c_el|C02C2.4	p_pa|H2scaf29-aug7510	1.122
c_el|C02C2.4	p_pa|H2scaf4-aug15924	1.88
c_el|C02C2.4	p_pa|H2scaf6-aug2979	1.343
c_el|C02C6.2a	p_pa|H2scaf17-aug2322	3.072
c_el|C02D4.2e	p_pa|H2scaf10-aug11926	3.844
c_el|C02D4.2g	p_pa|H2scaf10-aug11926	3.73
c_el|C02D5.2a	p_pa|H2scaf111-aug24229	1.376
c_el|C02D5.4	p_pa|H2scaf1-aug9393	1.247
c_el|C02D5.4	p_pa|H2scaf101-aug28114	1.134
c_el|C02D5.4	p_pa|H2scaf12-aug862	1.057
c_el|C02D5.4	p_pa|H2scaf15-aug756	1.423
c_el|C02E11.1a	p_pa|H2scaf11-aug6919	3.434
c_el|C02E7.13	p_pa|H2scaf12-aug1102	0.19
c_el|C02E7.13	p_pa|H2scaf12-aug1103	0.097
c_el|C02E7.13	p_pa|H2scaf12-aug1122	0.092
c_el|C02E7.13	p_pa|H2scaf12-aug1197	0.187
c_el|C02E7.13	p_pa|H2scaf12-aug827	0.092
c_el|C02E7.13	p_pa|H2scaf12-aug852	0.283
c_el|C02E7.13	p_pa|H2scaf12-aug853	0.287
c_el|C02E7.13	p_pa|H2scaf12-aug854	0.278
c_el|C02E7.13	p_pa|H2scaf12-aug871	0.251
c_el|C02E7.13	p_pa|H2scaf12-aug872	0.203
c_el|C02E7.13	p_pa|H2scaf16-aug1689	0.117
c_el|C02E7.13	p_pa|H2scaf21-aug9006	0.2
c_el|C02E7.13	p_pa|H2scaf25-aug4948	0.127
c_el|C02E7.13	p_pa|H2scaf25-aug4968	0.127
c_el|C02E7.13	p_pa|H2scaf25-aug5249	0.117
c_el|C02E7.13	p_pa|H2scaf26-aug18173	0.15
c_el|C02E7.13	p_pa|H2scaf28-aug13393	0.201
c_el|C02E7.13	p_pa|H2scaf34-aug7815	0.169
c_el|C02E7.13	p_pa|H2scaf4-aug15972	0.226
c_el|C02E7.13	p_pa|H2scaf44-aug26817	0.108
c_el|C02E7.13	p_pa|H2scaf48-aug11540	0.132
c_el|C02E7.13	p_pa|H2scaf48-aug11583	0.112
c_el|C02E7.13	p_pa|H2scaf48-aug11595	0.357
c_el|C02E7.13	p_pa|H2scaf6-aug3469	0.107
c_el|C02E7.13	p_pa|H2scaf62-aug14311	0.158
c_el|C02E7.13	p_pa|H2scaf62-aug14313	0.115
c_el|C02E7.13	p_pa|H2scaf62-aug14314	0.298
c_el|C02E7.13	p_pa|H2scaf62-aug14317	0.267
c_el|C02E7.13	p_pa|H2scaf84-aug24042	0.194
c_el|C02E7.13	p_pa|H2scaf84-aug24046	0.283
c_el|C02E7.9	p_pa|H2scaf105-aug20241	0.097
c_el|C02E7.9	p_pa|H2scaf12-aug1102	0.133
c_el|C02E7.9	p_pa|H2scaf12-aug1103	0.129
c_el|C02E7.9	p_pa|H2scaf12-aug1122	0.12
c_el|C02E7.9	p_pa|H2scaf12-aug1197	0.11
c_el|C02E7.9	p_pa|H2scaf12-aug852	0.093
c_el|C02E7.9	p_pa|H2scaf12-aug853	0.153
c_el|C02E7.9	p_pa|H2scaf12-aug854	0.108
c_el|C02E7.9	p_pa|H2scaf12-aug871	0.326
c_el|C02E7.9	p_pa|H2scaf12-aug872	0.208
c_el|C02E7.9	p_pa|H2scaf12-aug909	0.155
c_el|C02E7.9	p_pa|H2scaf16-aug1689	0.114
c_el|C02E7.9	p_pa|H2scaf21-aug9006	0.125
c_el|C02E7.9	p_pa|H2scaf25-aug5043	0.101
c_el|C02E7.9	p_pa|H2scaf25-aug5249	0.159
c_el|C02E7.9	p_pa|H2scaf25-aug5263	0.142
c_el|C02E7.9	p_pa|H2scaf26-aug18173	0.146
c_el|C02E7.9	p_pa|H2scaf28-aug13393	0.143
c_el|C02E7.9	p_pa|H2scaf44-aug26817	0.164
c_el|C02E7.9	p_pa|H2scaf48-aug11540	0.131
c_el|C02E7.9	p_pa|H2scaf48-aug11583	0.169
c_el|C02E7.9	p_pa|H2scaf48-aug11595	0.254
c_el|C02E7.9	p_pa|H2scaf52-aug13080	0.257
c_el|C02E7.9	p_pa|H2scaf62-aug14311	0.186
c_el|C02E7.9	p_pa|H2scaf62-aug14314	0.201
c_el|C02E7.9	p_pa|H2scaf62-aug14317	0.094
c_el|C02E7.9	p_pa|H2scaf68-aug15282	0.164
c_el|C02E7.9	p_pa|H2scaf7-aug2138	0.237
c_el|C02E7.9	p_pa|H2scaf84-aug24042	0.235
c_el|C02E7.9	p_pa|H2scaf84-aug24059	0.196
c_el|C02E7.9	p_pa|H2scaf85-aug19514	0.137
c_el|C02E7.9	p_pa|H2scaf85-aug19566	0.121
c_el|C02E7.9	p_pa|H2scaf85-aug19567	0.112
c_el|C02F12.1a	p_pa|H2scaf6-aug3286	0.509
c_el|C02F12.1b	p_pa|H2scaf6-aug3286	0.452
c_el|C02F12.1d	p_pa|H2scaf6-aug3286	0.795
c_el|C02F12.1e	p_pa|H2scaf6-aug3286	0.278
c_el|C02F12.5	p_pa|H2scaf1-aug9986	0.325
c_el|C02H6.1	p_pa|H2scaf72-aug15670	1.274
c_el|C03A3.1b	p_pa|H2scaf23-aug6258	1.446
c_el|C03A7.11	p_pa|H2scaf12-aug786	1.432
c_el|C03A7.11	p_pa|H2scaf12-aug787	1.596
c_el|C03A7.11	p_pa|H2scaf43-aug10962	0.914
c_el|C03A7.11	p_pa|H2scaf43-aug10971	1.219
c_el|C03A7.11	p_pa|H2scaf43-aug10973	1.507
c_el|C03C10.3	p_pa|H2scaf18-aug3655	3.855
c_el|C03G6.13	p_pa|H2scaf16-aug1369	0.889
c_el|C03G6.13	p_pa|H2scaf16-aug1485	0.878
c_el|C03G6.13	p_pa|H2scaf16-aug1486	0.961
c_el|C03G6.19	p_pa|H2scaf17-aug2254	1.206
c_el|C03G6.19	p_pa|H2scaf60-aug26136	1.121
c_el|C03G6.19	p_pa|H2scaf7-aug2049	0.838
c_el|C03G6.3a	p_pa|H2scaf1-aug9988	0.193
